match_id,time_ms,x,y,type
18,765500,1402,733,-1
18,766060,1562,620,-1
18,766400,1430,423,-1
18,766720,1340,349,-1
18,766800,1320,343,-1
18,767260,1226,372,-1
18,767300,1221,356,-1
18,767540,1196,290,-1
18,767760,1158,274,-1
18,767900,1104,295,-1
18,768240,965,449,-1
18,768520,843,691,-1
18,768640,804,682,-1
18,768920,707,738,-1
18,769240,682,506,-1
18,769300,684,464,-1
18,769440,692,398,-1
18,769720,706,368,-1
18,769830,712,380,-1
18,770180,726,232,-1
18,771940,703,290,-1
18,771980,703,282,-1
18,772600,701,301,-1
18,772900,697,288,-1
18,772940,697,287,-1
18,773100,695,293,-1
18,796240,980,494,-1
18,796360,940,465,-1
18,796440,923,458,-1
18,796550,906,458,-1
18,797160,853,249,-1
18,797220,847,259,-1
18,797800,792,542,-1
18,797820,790,558,-1
18,797900,784,628,-1
18,798080,769,787,-1
18,799240,1112,362,-1
18,800040,870,454,-1
18,800330,715,678,-1
18,800720,540,751,-1
18,800740,530,762,-1
18,801020,694,601,-1
18,801040,713,586,-1
18,801100,766,548,-1
18,801240,876,488,-1
18,801260,890,484,-1
18,801400,985,463,-1
18,801620,1109,479,-1
18,802020,1243,327,-1
18,802040,1248,322,-1
18,802340,1326,324,-1
18,803600,622,767,-1
18,804300,710,349,-1
18,804340,714,348,-1
18,804360,715,350,-1
18,804380,716,350,-1
18,804460,722,356,-1
18,804600,732,286,-1
18,838280,859,504,-1
18,838420,942,470,-1
18,838440,949,466,-1
18,838610,1010,460,-1
18,838700,1032,372,-1
18,858320,918,490,-1
18,858360,964,476,-1
18,858520,1120,450,-1
18,858560,1154,450,-1
18,858680,1245,457,-1
18,858700,1258,454,-1
18,859000,1398,268,-1
18,859100,1432,241,-1
18,860040,940,705,-1
18,860080,922,697,-1
18,860320,824,699,-1
18,860660,979,431,-1
18,860700,996,412,-1
18,861020,1104,364,-1
18,861230,1152,394,-1
18,861560,1208,254,-1
18,861600,1213,247,-1
18,862000,1096,228,-1
18,862200,975,274,-1
18,862300,915,313,-1
18,862930,543,836,-1
18,863020,500,808,-1
18,863660,1004,436,-1
18,863920,1150,456,-1
18,864000,1189,475,-1
18,864020,1197,472,-1
18,864580,1341,294,-1
18,864720,1372,298,-1
18,865260,1452,440,-1
18,865460,1484,587,-1
18,865540,1497,664,-1
18,865680,1525,830,-1
18,865700,1527,832,-1
18,865760,1533,828,-1
18,866640,1609,1038,-1
18,867160,1175,774,-1
18,867340,1251,767,-1
18,899740,899,136,-1
18,899980,928,475,-1
18,900080,921,542,-1
18,900260,913,448,-1
18,900420,909,389,-1
18,901080,891,392,-1
18,901200,889,430,-1
18,901280,888,444,-1
18,914100,1393,667,-1
18,914660,1137,456,-1
18,914680,1130,456,-1
18,914880,1070,473,-1
18,915020,1038,394,-1
18,915480,958,282,-1
18,915540,950,284,-1
18,916300,451,808,-1
18,916480,343,822,-1
18,944720,956,229,-1
18,945030,589,679,-1
18,945160,447,704,-1
18,945860,650,450,-1
18,946430,853,453,-1
18,946660,893,372,-1
18,946720,902,360,-1
18,946860,924,344,-1
18,947260,1112,465,-1
18,947340,1159,522,-1
18,947580,1308,760,-1
18,947620,1327,756,-1
18,947680,1356,755,-1
18,948120,1452,582,-1
18,948260,1424,428,-1
18,948620,1364,176,-1
18,948640,1359,167,-1
18,948740,1346,130,-1
18,948780,1341,117,-1
18,948820,1335,104,-1
18,949940,1200,268,-1
18,950040,1189,313,-1
18,950120,1180,352,-1
18,950220,1178,308,-1
18,950280,1177,285,-1
18,950480,1175,229,-1
18,977840,893,128,-1
18,978300,997,518,-1
18,978380,1015,540,-1
18,978740,1097,483,-1
18,979540,1260,495,-1
18,991180,964,266,-1
18,991420,1104,554,-1
18,991480,1147,633,-1
18,991620,1216,619,-1
18,991800,1322,640,-1
18,991960,1414,680,-1
18,992420,1160,416,-1
18,992660,1103,417,-1
18,992760,1090,361,-1
18,992840,1081,325,-1
18,993140,1043,268,-1
18,993540,962,380,-1
18,993640,938,438,-1
18,993960,852,699,-1
18,994080,836,680,-1
18,994100,832,678,-1
18,994660,760,529,-1
18,994920,742,368,-1
18,995140,734,341,-1
18,995310,733,359,-1
18,995360,732,331,-1
18,995660,729,217,-1
18,995900,770,212,-1
18,996100,809,223,-1
18,996200,828,237,-1
18,997260,1083,779,-1
18,998060,865,442,-1
18,998280,744,384,-1
18,998300,734,382,-1
18,998440,681,387,-1
18,998500,665,360,-1
18,998700,622,268,-1
18,1000540,344,322,-1
18,1001100,312,289,-1
18,1001120,311,291,-1
18,1032060,884,531,-1
18,1032120,856,635,-1
18,1032140,847,642,-1
18,1032360,767,678,-1
18,1032480,730,738,-1
18,1033320,853,445,-1
18,1033390,861,455,-1
18,1033440,866,426,-1
18,1034040,994,348,-1
18,1034280,1146,512,-1
18,1034400,1224,630,-1
18,1034510,1291,732,-1
18,1034540,1312,730,-1
18,1034980,1535,824,-1
18,1035260,1448,487,-1
18,1035420,1408,360,-1
18,1036280,1280,180,-1
18,1037520,1227,218,-1
18,1067180,981,486,-1
18,1067320,1023,670,-1
18,1067420,1056,683,-1
18,1068360,1019,241,-1
18,1068520,1004,244,-1
18,1068940,970,340,-1
18,1069020,965,370,-1
18,1069220,959,269,-1
18,1069360,956,221,-1
18,1069480,988,226,-1
18,1069560,1025,251,-1
18,1069880,1166,432,-1
18,1070220,1300,792,-1
18,1070900,1278,552,-1
18,1071600,1136,433,-1
18,1071730,1120,443,-1
18,1071900,1106,382,-1
18,1072120,1088,350,-1
18,1072320,1028,348,-1
18,1072680,827,475,-1
18,1072820,750,580,-1
18,1072920,694,678,-1
18,1072940,682,700,-1
18,1073050,628,808,-1
18,1073080,610,802,-1
18,1073180,566,800,-1
18,1073360,487,831,-1
18,1073760,702,304,-1
18,1073900,751,234,-1
18,1073960,771,214,-1
18,1074710,918,301,-1
18,1107400,760,478,-1
18,1107500,631,656,-1
18,1107800,303,748,-1
18,1239460,930,137,-1
18,1239480,930,142,-1
18,1239500,930,146,-1
18,1239580,949,188,-1
18,1239680,1024,309,-1
18,1239760,1085,418,-1
18,1239840,1136,503,-1
18,1240040,1199,554,-1
18,1240060,1201,546,-1
18,1240340,1246,490,-1
18,1240660,1294,509,-1
18,1240720,1302,522,-1
18,1240980,1342,488,-1
18,1241000,1346,487,-1
18,1241320,1391,511,-1
18,1255600,1336,680,-1
18,1255860,1504,710,-1
18,1256140,1258,446,-1
18,1256240,1190,390,-1
18,1256340,1131,351,-1
18,1256800,934,322,-1
18,1257040,864,381,-1
18,1257060,859,373,-1
18,1257220,825,302,-1
18,1257520,768,259,-1
18,1258280,588,819,-1
18,1258820,728,564,-1
18,1258960,819,485,-1
18,1259060,873,448,-1
18,1259220,947,416,-1
18,1259580,1071,428,-1
18,1260260,950,365,-1
18,1260460,800,480,-1
18,1260480,784,496,-1
18,1260560,719,564,-1
18,1260760,553,766,-1
18,1260920,450,752,-1
18,1261180,294,808,-1
18,1261240,320,791,-1
18,1261360,554,636,-1
18,1261380,587,616,-1
18,1261400,621,596,-1
18,1261880,1152,396,-1
18,1262060,1268,404,-1
18,1262210,1344,428,-1
18,1262760,1420,268,-1
18,1262980,1250,277,-1
18,1263040,1202,288,-1
18,1263060,1188,293,-1
18,1263300,998,388,-1
18,1263400,918,448,-1
18,1263580,778,586,-1
18,1263600,762,604,-1
18,1263640,727,647,-1
18,1263780,649,610,-1
18,1264060,487,604,-1
18,1264180,416,630,-1
18,1264380,298,715,-1
18,1264480,238,777,-1
18,1264720,654,560,-1
18,1265130,986,552,-1
18,1265260,1013,514,-1
18,1296260,785,516,-1
18,1296320,724,612,-1
18,1296370,686,657,-1
18,1296600,468,716,-1
18,1296820,634,550,-1
18,1297640,1106,407,-1
18,1297820,1143,330,-1
18,1298700,1246,668,-1
18,1298720,1247,690,-1
18,1298840,1265,828,-1
18,1299440,1081,502,-1
18,1299640,1002,410,-1
18,1299860,934,370,-1
18,1300080,878,374,-1
18,1300260,840,405,-1
18,1300600,807,282,-1
18,1300620,806,278,-1
18,1300680,799,268,-1
18,1301410,568,727,-1
18,1302500,854,537,-1
18,1302860,1061,515,-1
18,1303000,1092,536,-1
18,1303080,1107,555,-1
18,1303260,1128,531,-1
18,1303320,1134,531,-1
18,1303420,1145,536,-1
18,1303640,1171,554,-1
18,1303820,1190,548,-1
18,1303940,1205,560,-1
18,1303980,1209,565,-1
18,1304060,1218,562,-1
18,1304080,1220,560,-1
18,1304140,1227,558,-1
18,1304400,1255,567,-1
18,1328780,980,361,-1
18,1328980,1050,670,-1
18,1329010,1057,690,-1
18,1329200,1109,732,-1
18,1329280,1129,774,-1
18,1329520,1027,526,-1
18,1330040,888,366,-1
18,1330340,834,399,-1
18,1330540,812,317,-1
18,1330600,808,300,-1
18,1331430,1294,765,-1
18,1331500,1336,762,-1
18,1332700,796,146,-1
18,1333120,655,191,-1
18,1333440,580,291,-1
18,1354820,852,592,-1
18,1354860,827,657,-1
18,1355260,696,627,-1
18,1355640,782,428,-1
18,1356020,849,425,-1
18,1356900,696,450,-1
18,1357130,587,641,-1
18,1357220,545,634,-1
18,1357480,438,678,-1
18,1357840,280,901,-1
18,1357920,317,860,-1
18,1358220,566,563,-1
18,1358480,712,448,-1
18,1358920,886,428,-1
18,1359120,934,358,-1
18,1359140,940,359,-1
18,1359560,1098,451,-1
18,1359920,1248,716,-1
18,1359940,1258,735,-1
18,1359990,1277,784,-1
18,1360060,1299,773,-1
18,1360460,1420,832,-1
18,1360700,1494,976,-1
18,1395780,1011,464,-1
18,1395940,992,462,-1
18,1396080,978,342,-1
18,1396200,968,262,-1
18,1407350,748,451,-1
18,1407480,698,355,-1
18,1407800,672,263,-1
18,1407820,686,265,-1
18,1407960,791,312,-1
18,1408080,878,369,-1
18,1408400,1115,620,-1
18,1408420,1130,640,-1
18,1408800,1361,742,-1
18,1408900,1307,666,-1
18,1409020,1171,540,-1
18,1409040,1152,524,-1
18,1409300,958,396,-1
18,1409360,922,383,-1
18,1409680,779,387,-1
18,1409700,773,391,-1
18,1409840,735,322,-1
18,1410000,698,266,-1
18,1410520,727,372,-1
18,1410800,742,489,-1
18,1410940,749,566,-1
18,1412440,1124,300,-1
18,1412540,1146,312,-1
18,1412600,1157,325,-1
18,1412620,1160,330,-1
18,1412700,1176,350,-1
18,1412740,1178,325,-1
18,1412900,1190,248,-1
18,1413720,1053,205,-1
18,1413940,1002,325,-1
18,1413960,996,340,-1
18,1414240,924,590,-1
18,1414470,864,866,-1
18,1445190,974,426,-1
18,1446460,1178,286,-1
18,1446800,1258,519,-1
18,1446960,1295,668,-1
18,1447100,1321,608,-1
18,1447460,1390,555,-1
18,1447860,1464,671,-1
18,1447900,1471,693,-1
18,1447940,1478,717,-1
18,1448360,1559,837,-1
18,1461660,896,466,-1
18,1461780,982,431,-1
18,1462080,1073,432,-1
18,1462220,1086,346,-1
18,1462320,1090,293,-1
18,1463040,776,544,-1
18,1463560,495,784,-1
18,1463680,604,621,-1
18,1463780,678,518,-1
18,1463820,704,484,-1
18,1464660,982,325,-1
18,1466240,1117,272,-1
18,1466300,1119,283,-1
18,1492360,1062,468,-1
18,1492440,1060,486,-1
18,1492460,1058,492,-1
18,1492480,1058,498,-1
18,1492680,865,453,-1
18,1492920,678,447,-1
18,1493280,510,236,-1
18,1526160,980,428,-1
18,1526200,983,432,-1
18,1527420,856,544,-1
18,1527720,840,542,-1
18,1527740,838,541,-1
18,1528000,820,541,-1
18,1528440,792,536,-1
18,1528480,790,536,-1
18,1528720,774,532,-1
18,1529540,864,846,-1
18,1530180,862,818,-1
18,1538400,1059,453,-1
18,1538620,1086,311,-1
18,1538740,1096,258,-1
18,1539040,992,310,-1
18,1539510,706,675,-1
18,1539820,554,687,-1
18,1540880,761,407,-1
18,1541000,785,403,-1
18,1541200,820,415,-1
18,1541260,825,398,-1
18,1541620,866,329,-1
18,1542020,1052,426,-1
18,1542060,1072,450,-1
18,1542390,1224,728,-1
18,1542440,1243,720,-1
18,1542540,1279,711,-1
18,1542720,1344,731,-1
18,1542740,1352,736,-1
18,1543260,1263,470,-1
18,1543460,1200,382,-1
18,1543520,1186,370,-1
18,1543600,1170,364,-1
18,1543660,1158,364,-1
18,1543830,1136,380,-1
18,1543920,1125,326,-1
18,1544340,1061,226,-1
18,1544520,1011,244,-1
18,1544620,982,272,-1
18,1544660,970,286,-1
18,1544680,964,294,-1
18,1545040,847,521,-1
18,1545200,789,681,-1
18,1545820,625,691,-1
18,1545880,614,676,-1
18,1546080,627,467,-1
18,1546320,649,366,-1
18,1546560,671,358,-1
18,1546650,679,371,-1
18,1547060,693,215,-1
18,1548540,614,63,-1
18,1548560,614,74,-1
18,1548620,617,103,-1
18,1548640,618,113,-1
18,1548720,622,161,-1
18,1548760,624,185,-1
18,1548900,636,285,-1
18,1549080,652,443,-1
18,1549220,668,587,-1
18,1549470,699,878,-1
18,1549580,709,798,-1
18,1549660,716,753,-1
18,1582480,1043,478,-1
18,1582520,1040,486,-1
18,1582900,950,454,-1
18,1582930,945,453,-1
18,1608700,946,468,-1
18,1609000,1041,445,-1
18,1609520,1050,256,-1
18,1610020,1030,493,-1
18,1610060,1030,494,-1
18,1610180,1018,506,-1
18,1610370,1005,542,-1
18,1610420,1001,528,-1
18,1611220,970,506,-1
18,1771420,846,486,-1
18,1771700,950,468,-1
18,1771880,1025,464,-1
18,1772140,1082,282,-1
18,1772460,1114,258,-1
18,1772700,1120,328,-1
18,1773280,1121,759,-1
18,1773880,1142,462,-1
18,1774260,1154,403,-1
18,1774370,1157,416,-1
18,1775040,1068,291,-1
18,1775440,812,508,-1
18,1775520,756,576,-1
18,1775690,641,750,-1
18,1775800,579,744,-1
18,1775860,546,748,-1
18,1775980,479,773,-1
18,1776280,824,508,-1
18,1776860,1252,444,-1
18,1776880,1258,430,-1
18,1777300,1392,278,-1
18,1777340,1402,272,-1
18,1777400,1418,268,-1
18,1777540,1392,270,-1
18,1777840,1100,338,-1
18,1778220,715,566,-1
18,1778260,674,600,-1
18,1778410,526,731,-1
18,1778780,230,753,-1
18,1810100,870,472,-1
18,1810380,701,451,-1
18,1810500,665,346,-1
18,1810860,681,249,-1
18,1811140,806,323,-1
18,1811300,878,402,-1
18,1811440,944,496,-1
18,1811520,980,560,-1
18,1811540,990,577,-1
18,1811560,1000,595,-1
18,1811660,1049,696,-1
18,1812740,1310,445,-1
18,1812790,1316,451,-1
18,1812980,1328,352,-1
18,1813160,1339,300,-1
18,1813440,1353,281,-1
18,1813580,1359,296,-1
18,1846320,843,491,-1
18,1846600,1061,457,-1
18,1846800,1224,458,-1
18,1846850,1253,461,-1
18,1846960,1306,368,-1
18,1847460,1381,249,-1
18,1847520,1365,256,-1
18,1847740,1298,298,-1
18,1847800,1280,314,-1
18,1848000,1216,387,-1
18,1848020,1209,394,-1
18,1848240,1131,512,-1
18,1848340,1094,578,-1
18,1849380,1190,405,-1
18,1849580,1259,417,-1
18,1849980,1344,260,-1
18,1850020,1351,254,-1
18,1879120,1002,502,-1
18,1879520,709,461,-1
18,1879540,700,448,-1
18,1880120,726,247,-1
18,1880600,961,417,-1
18,1880880,1104,642,-1
18,1880900,1114,663,-1
18,1881000,1169,772,-1
18,1881160,1225,730,-1
18,1881460,1256,546,-1
18,1881720,1248,450,-1
18,1881840,1246,444,-1
18,1882040,1246,470,-1
18,1882060,1244,468,-1
18,1882140,1244,418,-1
18,1882300,1243,346,-1
18,1882340,1242,332,-1
18,1882440,1241,306,-1
18,1883380,1259,519,-1
18,1883420,1260,552,-1
18,1883670,1274,796,-1
18,1884160,1270,500,-1
18,1884500,1265,350,-1
18,1884760,1260,332,-1
18,1884900,1259,346,-1
18,1884980,1259,359,-1
18,1885100,1259,389,-1
18,1885360,1258,286,-1
18,1885400,1256,277,-1
18,1885620,1218,262,-1
18,1886160,790,589,-1
18,1886280,678,715,-1
18,1886420,577,722,-1
18,1886540,485,748,-1
18,1886580,453,762,-1
18,1886760,456,638,-1
18,1886860,508,530,-1
18,1887580,718,362,-1
18,1887620,722,340,-1
18,1887880,757,242,-1
18,1919860,857,509,-1
18,1920020,928,461,-1
18,1920200,981,455,-1
18,1922000,1180,332,-1
18,1922360,1285,710,-1
18,1957360,904,108,-1
18,1957440,906,121,-1
18,1957500,907,136,-1
18,1958040,1192,384,-1
18,1958500,1276,372,-1
18,1958700,1310,422,-1
18,1958780,1323,451,-1
18,1958900,1342,505,-1
18,1958960,1352,532,-1
18,1959260,1391,447,-1
18,1959300,1395,442,-1
18,1959480,1420,434,-1
18,1959980,1480,555,-1
18,1970840,940,346,-1
18,1972660,892,333,-1
18,1972780,883,328,-1
18,1979300,991,292,-1
18,1979560,1170,626,-1
18,1979720,1251,609,-1
18,1980260,1320,507,-1
18,1980760,1148,440,-1
18,1981140,1096,289,-1
18,1981300,1083,272,-1
18,1981480,1066,295,-1
18,1981520,1065,305,-1
18,1981700,1050,370,-1
18,1982220,1020,802,-1
18,1982300,1016,790,-1
18,1982360,1015,787,-1
18,1982440,1012,792,-1
18,1982460,1011,794,-1
18,1982700,1016,524,-1
18,1983040,1028,384,-1
18,1983140,1032,379,-1
18,1983340,1038,399,-1
18,1983800,1059,252,-1
18,1983940,1085,293,-1
18,1984080,1105,359,-1
18,1984320,1138,540,-1
18,1984530,1164,746,-1
18,1984620,1173,740,-1
18,1985480,796,400,-1
18,1985760,708,425,-1
18,1985840,692,386,-1
18,1986320,619,256,-1
18,1986460,734,269,-1
18,1987360,1494,760,-1
18,1987520,1574,746,-1
18,1987620,1512,648,-1
18,1987940,1362,448,-1
18,1988220,1273,367,-1
18,1988360,1238,352,-1
18,1988380,1234,350,-1
18,1988640,1180,353,-1
18,1988870,1143,382,-1
18,1989100,1126,313,-1
18,1989460,1072,284,-1
18,1990140,695,600,-1
18,1990270,625,736,-1
18,1990580,491,729,-1
18,1990660,457,750,-1
18,1990680,449,756,-1
18,1991500,1066,404,-1
18,1991640,1129,430,-1
18,1991740,1158,373,-1
18,1991860,1191,317,-1
18,1992060,1238,258,-1
18,1992100,1247,254,-1
18,1992220,1250,248,-1
18,1992520,980,353,-1
18,1992900,641,649,-1
18,1992940,612,644,-1
18,1993460,252,774,-1
18,2025680,982,206,-1
18,2025900,718,529,-1
18,2025990,606,677,-1
18,2026120,466,701,-1
18,2026340,418,684,-1
18,2027300,1269,420,-1
18,2027640,1364,289,-1
18,2028200,1349,376,-1
18,2028620,1309,577,-1
18,2028920,1278,795,-1
18,2028980,1274,791,-1
18,2029500,1093,568,-1
18,2030000,884,435,-1
18,2030560,793,281,-1
18,2031350,524,792,-1
18,2031760,407,840,-1
18,2064710,964,667,-1
18,2066140,1119,888,-1
18,2066200,1118,887,-1
18,2066820,1108,805,-1
18,2093320,1036,131,-1
18,2093440,990,185,-1
18,2093860,513,725,-1
18,2094060,340,757,-1
18,2094080,324,764,-1
18,2110520,976,193,-1
18,2110820,760,517,-1
18,2110900,712,625,-1
18,2110940,695,658,-1
18,2111900,932,387,-1
18,2112040,1032,335,-1
18,2112580,1257,379,-1
18,2112700,1284,309,-1
18,2113040,1208,288,-1
18,2113120,1170,312,-1
18,2113240,1114,362,-1
18,2113600,950,600,-1
18,2113660,924,656,-1
18,2113730,899,699,-1
18,2113920,832,685,-1
18,2113940,826,686,-1
18,2114400,756,470,-1
18,2114960,762,378,-1
18,2115000,763,389,-1
18,2115100,764,334,-1
18,2115240,768,272,-1
18,2115260,768,265,-1
18,2115540,794,218,-1
18,2115560,805,220,-1
18,2115900,976,344,-1
18,2115940,997,368,-1
18,2116350,1212,741,-1
18,2116660,1328,749,-1
18,2116740,1338,644,-1
18,2116940,1368,474,-1
18,2117080,1388,409,-1
18,2117140,1396,390,-1
18,2117640,1460,406,-1
18,2117680,1467,419,-1
18,2117920,1471,307,-1
18,2118060,1475,267,-1
18,2118120,1476,257,-1
18,2118200,1477,248,-1
18,2118480,1478,255,-1
18,2270340,1039,273,-1
18,2270720,1253,541,-1
18,2271200,1328,485,-1
18,2271280,1339,494,-1
18,2271720,1399,476,-1
18,2282720,1016,443,-1
18,2282760,1023,495,-1
18,2282860,1039,631,-1
18,2283080,1056,636,-1
18,2283100,1056,641,-1
18,2283220,1057,681,-1
18,2283600,929,460,-1
18,2283680,906,430,-1
18,2284220,791,409,-1
18,2284440,766,320,-1
18,2284460,764,314,-1
18,2284740,808,313,-1
18,2284880,866,370,-1
18,2285040,934,472,-1
18,2285120,970,538,-1
18,2285290,1042,696,-1
18,2285380,1076,692,-1
18,2286400,944,413,-1
18,2286480,928,420,-1
18,2286520,921,404,-1
18,2286940,862,260,-1
18,2287000,858,265,-1
18,2287060,854,267,-1
18,2287460,820,324,-1
18,2287760,786,418,-1
18,2287840,775,453,-1
18,2287900,768,484,-1
18,2288220,722,686,-1
18,2288370,701,808,-1
18,2288520,678,790,-1
18,2288900,692,604,-1
18,2289080,728,485,-1
18,2289380,772,441,-1
18,2289540,778,353,-1
18,2289740,784,284,-1
18,2289880,788,264,-1
18,2289920,788,260,-1
18,2290000,801,266,-1
18,2290020,807,267,-1
18,2291240,1171,728,-1
18,2291440,1222,721,-1
18,2291680,1280,733,-1
18,2291880,1262,518,-1
18,2291980,1253,460,-1
18,2292100,1242,421,-1
18,2292220,1234,407,-1
18,2292340,1226,413,-1
18,2292580,1212,302,-1
18,2292600,1211,296,-1
18,2292720,1204,266,-1
18,2292880,1197,252,-1
18,2293080,1074,266,-1
18,2293380,852,384,-1
18,2293620,646,566,-1
18,2293790,499,733,-1
18,2294260,170,769,-1
18,2294360,95,816,-1
18,2326370,739,653,-1
18,2326700,531,693,-1
18,2326820,604,604,-1
18,2327160,749,499,-1
18,2327420,809,520,-1
18,2327530,825,546,-1
18,2327600,832,531,-1
18,2327640,836,525,-1
18,2327740,846,519,-1
18,2327760,848,519,-1
18,2327980,870,539,-1
18,2328040,876,550,-1
18,2328300,899,541,-1
18,2328560,921,567,-1
18,2328680,931,557,-1
18,2329280,981,581,-1
18,2349180,938,136,-1
18,2349240,939,148,-1
18,2349620,985,662,-1
18,2349940,984,754,-1
18,2350000,972,672,-1
18,2350460,904,262,-1
18,2350660,884,174,-1
18,2350900,866,124,-1
18,2351240,849,130,-1
18,2351400,842,159,-1
18,2351740,832,264,-1
18,2351780,832,278,-1
18,2351990,831,365,-1
18,2352040,830,336,-1
18,2352560,843,231,-1
18,2352600,868,251,-1
18,2352680,922,298,-1
18,2352700,935,311,-1
18,2352840,1042,424,-1
18,2352980,1160,571,-1
18,2353020,1196,620,-1
18,2353040,1214,645,-1
18,2353060,1228,647,-1
18,2353220,1329,646,-1
18,2353420,1469,702,-1
18,2353660,1654,858,-1
18,2353720,1662,864,-1
18,2354520,899,287,-1
18,2354980,803,398,-1
18,2355370,720,606,-1
18,2355600,674,577,-1
18,2355800,635,597,-1
18,2356480,506,703,-1
18,2356660,472,755,-1
18,2382040,1042,157,-1
18,2382300,922,346,-1
18,2382540,717,665,-1
18,2383220,448,538,-1
18,2383240,451,530,-1
18,2383480,484,460,-1
18,2383540,491,450,-1
18,2383560,494,448,-1
18,2384030,538,468,-1
18,2384640,549,369,-1
18,2385540,544,322,-1
18,2405620,940,117,-1
18,2406140,1371,691,-1
18,2406660,1508,619,-1
18,2407460,1239,606,-1
18,2407620,1193,671,-1
18,2407640,1189,668,-1
18,2408120,1151,554,-1
18,2408140,1149,555,-1
18,2408180,1146,556,-1
18,2408320,1135,574,-1
18,2408480,1121,618,-1
18,2418420,915,111,-1
18,2418460,915,119,-1
18,2418640,1010,229,-1
18,2418860,1163,472,-1
18,2418920,1200,550,-1
18,2418980,1238,645,-1
18,2419220,1352,644,-1
18,2419660,1098,428,-1
18,2420220,838,389,-1
18,2420640,758,254,-1
18,2420880,698,306,-1
18,2421180,599,476,-1
18,2421280,560,560,-1
18,2421300,554,578,-1
18,2421470,486,758,-1
18,2421500,476,751,-1
18,2422200,450,602,-1
18,2422380,512,505,-1
18,2422460,537,475,-1
18,2423100,707,442,-1
18,2423180,733,457,-1
18,2423220,741,443,-1
18,2424080,951,349,-1
18,2424100,955,345,-1
18,2424260,989,324,-1
18,2451940,601,623,-1
18,2452080,479,614,-1
18,2452460,201,680,-1
18,2452740,650,463,-1
18,2453280,1259,362,-1
18,2453780,1556,492,-1
18,2453860,1541,510,-1
18,2453900,1534,522,-1
18,2454000,1518,554,-1
18,2454340,1467,532,-1
18,2501640,973,450,-1
18,2501800,928,442,-1
18,2501860,915,386,-1
18,2502540,918,295,-1
18,2502720,930,364,-1
18,2502880,938,444,-1
18,2502960,942,492,-1
18,2503130,947,605,-1
18,2503220,944,595,-1
18,2503440,935,603,-1
18,2503720,920,690,-1
18,2503820,886,591,-1
18,2504100,788,410,-1
18,2504450,696,390,-1
18,2504480,688,372,-1
18,2504720,648,276,-1
18,2505080,615,238,-1
18,2505320,641,268,-1
18,2505540,669,354,-1
18,2506040,946,314,-1
18,2506060,958,310,-1
18,2506540,1220,340,-1
18,2506560,1229,344,-1
18,2506660,1277,366,-1
18,2506920,1347,284,-1
18,2507160,1408,260,-1
18,2507220,1423,260,-1
